date,player_id,player_name,team,prop_type,lineup_status,lineup_position,verdict,logged_at,actual_result,actual_stat_value,model_probability,sportsbook_odds,sportsbook_line,implied_probability,edge,best_book,xba,xwoba,hard_hit_pct,sweet_spot_pct,whiff_pct,ev50,exit_velocity,barrel_pct,hr_fb_ratio,launch_angle_pct,pitcher_xera,pitcher_hr9,park_factor,platoon_adv,weather_adjustment
2026-05-01,680574,Matt McLain,CIN,hit,official,2,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.5863,+1,0.5,0.9901,-0.4038,DraftKings,0.228,0.325,0.325,0.325,0.245,98.042728,,0.052,0.0,,3.85,0.22,0.5714285714285714,0.38,0.0
2026-05-01,680728,Adrian Del Castillo,AZ,hit,official,4,NO,2026-05-02T03:04:41.848541+00:00,1,1.0,0.5894,,,,,,0.202,0.261,0.359,0.359,0.281,97.955927895,,0.049,0.0,,4.27,0.83,0.5714285714285714,0.62,0.0
2026-05-01,680776,Jarren Duran,BOS,hit,official,1,NO,2026-05-02T03:04:41.848541+00:00,1,1.0,0.5905,,,,,,0.216,0.273,0.417,0.236,0.356,102.498421714,,0.065,0.0,,3.85,1.91,0.5714285714285714,0.62,0.0
2026-05-01,680777,Ryan Jeffers,MIN,hit,probable_recent,3,LEAN,2026-05-02T03:04:41.844500+00:00,1,1.0,0.6179,+1,0.5,0.9901,-0.3722,DraftKings,0.266,0.386,0.413,0.349,0.181,102.158040938,,0.094,0.0,,5.9,1.09,0.5714285714285714,0.38,0.0
2026-05-01,680779,Henry Davis,PIT,hit,official,9,NO,2026-05-02T03:04:41.848541+00:00,1,2.0,0.5699,,,,,,0.165,0.227,0.353,0.196,0.232,100.451848,,0.027,0.0,,5.35,1.95,0.5714285714285714,0.38,0.0
2026-05-01,681082,Bryson Stott,PHI,hit,official,6,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.6371,,,,,,0.25,0.291,0.437,0.31,0.184,99.131958,,0.032,0.0,,5.15,1.49,0.5714285714285714,0.62,0.0
2026-05-01,681198,TJ Rumfield,COL,hit,probable_recent,6,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.636,,,,,,0.272,0.341,0.389,0.379,0.202,98.989009362,,0.063,0.0,,4.15,1.45,0.5714285714285714,0.62,0.0
2026-05-01,681546,James Outman,MIN,hit,probable_recent,9,NO,2026-05-02T03:04:41.848541+00:00,1,1.0,0.5643,,,,,,0.123,0.167,0.25,0.188,0.383,93.7045825,,0.0,0.0,,5.9,1.09,0.5714285714285714,0.62,0.0
2026-05-01,681624,Andy Pages,LAD,hit,probable_recent,3,LEAN,2026-05-02T03:04:41.834063+00:00,1,1.0,0.6574,+1,0.5,0.9901,-0.3327,DraftKings,0.288,0.346,0.535,0.349,0.234,101.674505349,,0.041,0.0,,5.82,2.0,0.5714285714285714,0.38,0.0
2026-05-01,682663,Agustín Ramírez,MIA,hit,official,6,LEAN,2026-05-02T03:04:41.846523+00:00,1,1.0,0.6042,,,,,,0.232,0.284,0.388,0.275,0.317,101.487748,,0.034,0.0,,2.99,0.0,0.5714285714285714,0.38,0.0
2026-05-01,682829,Elly De La Cruz,CIN,hit,official,3,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6162,+1,0.5,0.9901,-0.3739,DraftKings,0.274,0.381,0.548,0.321,0.321,106.066890488,,0.101,0.0,,3.85,0.22,0.5714285714285714,0.55,0.0
2026-05-01,682928,CJ Abrams,WSH,hit,official,4,LEAN,2026-05-02T03:04:41.838323+00:00,0,0.0,0.6368,+1,0.5,0.9901,-0.3533,DraftKings,0.288,0.399,0.46,0.345,0.292,101.082495909,,0.084,0.0,,3.05,0.95,0.5714285714285714,0.62,0.0
2026-05-01,682985,Riley Greene,DET,hit,official,5,LEAN,2026-05-02T03:04:41.843118+00:00,1,2.0,0.6263,+1,0.5,0.9901,-0.3638,DraftKings,0.284,0.404,0.5,0.436,0.286,102.839723077,,0.09,0.0,,4.63,1.3,0.5714285714285714,0.62,0.0
2026-05-01,682998,Corbin Carroll,AZ,hit,official,3,LEAN,2026-05-02T03:04:41.846523+00:00,0,0.0,0.6047,+1,0.5,0.9901,-0.3854,DraftKings,0.251,0.367,0.388,0.358,0.332,99.879486471,,0.078,0.0,,4.27,0.83,0.5714285714285714,0.62,0.0
2026-05-01,683002,Gunnar Henderson,BAL,hit,official,1,LEAN,2026-05-02T03:04:41.840343+00:00,0,0.0,0.63,+1,0.5,0.9901,-0.3601,DraftKings,0.23,0.312,0.466,0.364,0.275,100.878896136,,0.069,0.0,,3.51,0.96,0.5714285714285714,0.62,0.0
2026-05-01,683357,Owen Caissie,MIA,hit,official,7,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6188,,,,,,0.211,0.281,0.469,0.449,0.357,103.01921125,,0.063,0.0,,2.99,0.0,0.5714285714285714,0.62,0.0
2026-05-01,683737,Michael Busch,CHC,hit,official,6,NO,2026-05-02T03:04:41.848541+00:00,1,2.0,0.5862,+1,0.5,0.9901,-0.4039,DraftKings,0.204,0.285,0.329,0.282,0.248,97.060363488,,0.053,0.0,,4.95,0.56,0.5714285714285714,0.62,0.0
2026-05-01,686217,Sal Frelick,MIL,hit,official,7,LEAN,2026-05-02T03:04:41.844500+00:00,1,1.0,0.6145,,,,,,0.236,0.303,0.266,0.278,0.128,96.949684872,,0.028,0.0,,4.6,1.04,0.5714285714285714,0.62,0.0
2026-05-01,686452,Drew Millas,WSH,hit,official,8,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.592,,,,,,0.196,0.234,0.189,0.432,0.218,91.114627778,,0.017,0.0,,3.05,0.95,0.5714285714285714,0.55,0.0
2026-05-01,686780,Pedro Pagés,STL,hit,probable_recent,8,LEAN,2026-05-02T03:04:41.846523+00:00,1,1.0,0.6084,,,,,,0.236,0.298,0.314,0.333,0.274,97.7858428,,0.056,0.0,,3.98,1.74,0.5714285714285714,0.38,0.0
2026-05-01,686797,Brooks Lee,MIN,hit,probable_recent,8,NO,2026-05-02T03:04:41.846523+00:00,1,2.0,0.5966,+1,0.5,0.9901,-0.3935,DraftKings,0.213,0.274,0.342,0.342,0.209,97.269126923,,0.037,0.0,,5.9,1.09,0.5714285714285714,0.55,0.0
2026-05-01,686948,Drake Baldwin,ATL,hit,probable_recent,2,YES,2026-05-02T03:04:41.834063+00:00,0,0.0,0.6631,,,,,,0.299,0.394,0.49,0.412,0.215,102.760977059,,0.096,0.0,,5.35,1.85,0.5714285714285714,0.62,0.0
2026-05-01,687363,Victor Scott II,STL,hit,probable_recent,9,NO,2026-05-02T03:04:41.846523+00:00,0,0.0,0.5983,+1,0.5,0.9901,-0.3918,DraftKings,0.214,0.257,0.267,0.267,0.309,97.1019504,,0.011,0.0,,3.98,1.74,0.5714285714285714,0.62,0.0
2026-05-01,687462,Spencer Horwitz,PIT,hit,official,7,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.5889,+1,0.5,0.9901,-0.4012,DraftKings,0.224,0.306,0.282,0.239,0.176,96.253698889,,1.0,0.0,,5.35,1.95,0.5714285714285714,0.62,0.0
2026-05-01,687637,Dylan Beavers,BAL,hit,official,6,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6164,,,,,,0.23,0.303,0.4,0.3,0.236,99.088819333,,0.044,0.0,,3.51,0.96,0.5714285714285714,0.62,0.0
2026-05-01,687859,Troy Johnston,COL,hit,probable_recent,9,LEAN,2026-05-02T03:04:41.838323+00:00,1,2.0,0.6362,,,,,,0.263,0.321,0.413,0.453,0.217,99.140485,,0.019,0.0,,4.15,1.45,0.5714285714285714,0.62,0.0
2026-05-01,687957,Dustin Harris,HOU,hit,official,9,NO,2026-05-02T03:04:41.848541+00:00,1,1.0,0.5802,,,,,,0.273,0.338,0.161,0.484,0.161,93.527905625,,0.0,0.0,,0.0,1.8,0.5714285714285714,0.62,0.0
2026-05-01,689414,Liam Hicks,MIA,hit,official,5,LEAN,2026-05-02T03:04:41.838323+00:00,0,0.0,0.6426,,,,,,0.321,0.372,0.402,0.356,0.083,98.97607907,,0.067,0.0,,2.99,0.0,0.5714285714285714,0.62,0.0
2026-05-01,691023,Jordan Walker,STL,hit,probable_recent,4,LEAN,2026-05-02T03:04:41.838323+00:00,1,4.0,0.6447,+1,0.5,0.9901,-0.3454,DraftKings,0.268,0.384,0.592,0.395,0.34,106.803456842,,0.123,0.0,,3.98,1.74,0.5714285714285714,0.38,0.0
2026-05-01,691026,Masyn Winn,STL,hit,probable_recent,6,LEAN,2026-05-02T03:04:41.844500+00:00,1,2.0,0.6134,+1,0.5,0.9901,-0.3767,DraftKings,0.251,0.3,0.267,0.36,0.225,96.975555946,,0.018,0.0,,3.98,1.74,0.5714285714285714,0.38,0.0
2026-05-01,691406,Junior Caminero,TB,hit,official,2,LEAN,2026-05-02T03:04:41.840343+00:00,1,1.0,0.635,,,,,,0.276,0.358,0.442,0.25,0.227,104.283479167,,0.076,0.0,,4.51,1.59,0.5714285714285714,0.38,0.0
2026-05-01,691594,Javier Sanoja,MIA,hit,official,9,NO,2026-05-02T03:04:41.846523+00:00,0,0.0,0.5999,,,,,,0.237,0.269,0.327,0.273,0.143,97.879850357,,0.015,0.0,,2.99,0.0,0.5714285714285714,0.38,0.0
2026-05-01,691718,Pete Crow-Armstrong,CHC,hit,official,8,NO,2026-05-02T03:04:41.846523+00:00,1,1.0,0.5967,+1,0.5,0.9901,-0.3934,DraftKings,0.221,0.287,0.468,0.228,0.299,102.513842162,,0.047,0.0,,4.95,0.56,0.5714285714285714,0.62,0.0
2026-05-01,691723,Coby Mayo,BAL,hit,official,8,LEAN,2026-05-02T03:04:41.846523+00:00,0,0.0,0.602,+1,0.5,0.9901,-0.3881,DraftKings,0.218,0.294,0.396,0.264,0.306,102.370948148,,0.047,0.0,,3.51,0.96,0.5714285714285714,0.38,0.0
2026-05-01,691781,Brady House,WSH,hit,official,6,LEAN,2026-05-02T03:04:41.846523+00:00,0,0.0,0.6065,+1,0.5,0.9901,-0.3836,DraftKings,0.23,0.301,0.425,0.274,0.345,101.43611027,,0.075,0.0,,3.05,0.95,0.5714285714285714,0.38,0.0
2026-05-01,691785,Marcelo Mayer,BOS,hit,official,6,NO,2026-05-02T03:04:41.848541+00:00,1,1.0,0.5911,,,,,,0.221,0.295,0.429,0.286,0.243,99.380133226,,0.071,0.0,,3.85,1.91,0.5714285714285714,0.62,0.0
2026-05-01,693304,Nick Gonzales,PIT,hit,official,5,LEAN,2026-05-02T03:04:41.843118+00:00,1,3.0,0.6219,+1,0.5,0.9901,-0.3682,DraftKings,0.306,0.333,0.422,0.349,0.246,98.966705,,0.9,0.0,,5.35,1.95,0.5714285714285714,0.38,0.0
2026-05-01,693307,Dillon Dingler,DET,hit,official,4,LEAN,2026-05-02T03:04:41.840343+00:00,1,1.0,0.634,+1,0.5,0.9901,-0.3561,DraftKings,0.31,0.422,0.541,0.459,0.209,101.789502432,,0.123,0.0,,4.63,1.3,0.5714285714285714,0.38,0.0
2026-05-01,694208,Moisés Ballesteros,CHC,hit,official,2,LEAN,2026-05-02T03:04:41.840343+00:00,0,0.0,0.6332,+1,0.5,0.9901,-0.3569,DraftKings,0.287,0.364,0.533,0.4,0.235,101.672402667,,0.089,0.0,,4.95,0.56,0.5714285714285714,0.62,0.0
2026-05-01,694212,Samuel Basallo,BAL,hit,official,5,LEAN,2026-05-02T03:04:41.843118+00:00,1,1.0,0.6242,,,,,,0.244,0.339,0.466,0.293,0.345,103.290035517,,0.065,0.0,,3.51,0.96,0.5714285714285714,0.62,0.0
2026-05-01,694497,Evan Carter,TEX,hit,official,2,LEAN,2026-05-02T03:04:41.846523+00:00,0,0.0,0.6083,+1,0.5,0.9901,-0.3818,DraftKings,0.221,0.316,0.382,0.382,0.244,98.988821875,,0.055,0.0,,5.46,1.55,0.5714285714285714,0.62,0.0
2026-05-01,694728,Brice Matthews,HOU,hit,official,8,NO,2026-05-02T03:04:41.848541+00:00,1,1.0,0.5546,,,,,,0.191,0.262,0.324,0.412,0.395,99.4958625,,0.047,0.0,,0.0,1.8,0.5714285714285714,0.38,0.0
2026-05-01,695578,James Wood,WSH,hit,official,1,LEAN,2026-05-02T03:04:41.834063+00:00,0,0.0,0.6491,+1,0.5,0.9901,-0.341,DraftKings,0.267,0.433,0.639,0.389,0.358,108.359336667,,0.135,0.0,,3.05,0.95,0.5714285714285714,0.62,0.0
2026-05-01,695734,Daylen Lile,WSH,hit,official,5,LEAN,2026-05-02T03:04:41.840343+00:00,1,1.0,0.6339,+1,0.5,0.9901,-0.3562,DraftKings,0.285,0.339,0.382,0.417,0.244,98.061068824,,0.036,0.0,,3.05,0.95,0.5714285714285714,0.62,0.0
2026-05-01,696030,Alejandro Osuna,TEX,hit,official,7,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.6457,+1,0.5,0.9901,-0.3444,DraftKings,0.397,0.504,0.286,0.571,0.105,95.418745,,0.0,0.0,,5.46,1.55,0.5714285714285714,0.62,0.0
2026-05-01,696100,Hunter Goodman,COL,hit,probable_recent,3,LEAN,2026-05-02T03:04:41.840343+00:00,1,1.0,0.6314,,,,,,0.227,0.332,0.54,0.381,0.377,103.959293548,,0.083,0.0,,4.15,1.45,0.5714285714285714,0.38,0.0
2026-05-01,696285,Jacob Young,WSH,hit,official,9,LEAN,2026-05-02T03:04:41.844500+00:00,1,1.0,0.6195,+1,0.5,0.9901,-0.3706,DraftKings,0.278,0.31,0.349,0.398,0.218,98.1981505,,0.037,0.0,,3.05,0.95,0.5714285714285714,0.38,0.0
2026-05-01,699912,Jose Fernandez,AZ,hit,official,6,LEAN,2026-05-02T03:04:41.846523+00:00,1,1.0,0.6033,+1,0.5,0.9901,-0.3868,DraftKings,0.267,0.306,0.453,0.297,0.245,102.268200645,,0.047,0.0,,4.27,0.83,0.5714285714285714,0.38,0.0
2026-05-01,700250,Ben Rice,NYY,hit,official,2,YES,2026-05-02T03:04:41.834063+00:00,1,2.0,0.6621,+1,0.5,0.9901,-0.328,DraftKings,0.305,0.446,0.609,0.42,0.246,103.533069429,,0.115,0.0,,3.64,1.65,0.5714285714285714,0.62,0.0
2026-05-01,701350,Roman Anthony,BOS,hit,official,3,LEAN,2026-05-02T03:04:41.844500+00:00,1,3.0,0.6094,,,,,,0.248,0.336,0.469,0.391,0.302,102.468667813,,0.052,0.0,,3.85,1.91,0.5714285714285714,0.62,0.0
2026-05-01,701358,Cam Smith,HOU,hit,official,7,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.579,,,,,,0.252,0.348,0.452,0.315,0.306,102.827276944,,0.089,0.0,,0.0,1.8,0.5714285714285714,0.38,0.0
2026-05-01,701398,Sal Stewart,CIN,hit,official,4,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6106,+1,0.5,0.9901,-0.3795,DraftKings,0.28,0.403,0.446,0.391,0.249,102.431644091,,0.142,0.0,,3.85,0.22,0.5714285714285714,0.38,0.0
2026-05-01,701675,Nathan Church,STL,hit,probable_recent,7,LEAN,2026-05-02T03:04:41.843118+00:00,1,1.0,0.6234,+1,0.5,0.9901,-0.3667,DraftKings,0.24,0.313,0.385,0.354,0.23,99.551048438,,0.098,0.0,,3.98,1.74,0.5714285714285714,0.62,0.0
2026-05-01,701678,Hao-Yu  Lee,DET,hit,official,9,LEAN,2026-05-02T03:04:41.846523+00:00,1,1.0,0.601,,,,,,0.243,0.373,0.438,0.438,0.392,102.12791875,,0.111,0.0,,4.63,1.3,0.5714285714285714,0.38,0.0
2026-05-01,702222,Justin Crawford,PHI,hit,official,8,LEAN,2026-05-02T03:04:41.843118+00:00,1,1.0,0.6256,,,,,,0.24,0.282,0.352,0.31,0.208,98.097539143,,1.0,0.0,,5.15,1.49,0.5714285714285714,0.62,0.0
2026-05-01,702332,Caleb Durbin,BOS,hit,official,9,NO,2026-05-02T03:04:41.848541+00:00,1,1.0,0.5709,,,,,,0.218,0.272,0.301,0.241,0.145,96.599780488,,0.9,0.0,,3.85,1.91,0.5714285714285714,0.38,0.0
2026-05-01,802139,JJ Wetherholt,STL,hit,probable_recent,1,LEAN,2026-05-02T03:04:41.840343+00:00,0,0.0,0.6315,+1,0.5,0.9901,-0.3586,DraftKings,0.227,0.364,0.447,0.362,0.234,99.660436596,,0.063,0.0,,3.98,1.74,0.5714285714285714,0.62,0.0
2026-05-01,802415,Chandler Simpson,TB,hit,official,1,LEAN,2026-05-02T03:04:41.843118+00:00,1,1.0,0.6283,,,,,,0.279,0.285,0.135,0.304,0.102,92.89724,,0.0,0.0,,4.51,1.59,0.5714285714285714,0.62,0.0
2026-05-01,804606,Konnor Griffin,PIT,hit,official,8,NO,2026-05-02T03:04:41.848541+00:00,1,1.0,0.5843,+1,0.5,0.9901,-0.4058,DraftKings,0.218,0.287,0.306,0.323,0.347,99.36620871,,0.06,0.0,,5.35,1.95,0.5714285714285714,0.38,0.0
2026-05-01,805300,Jakob Marsee,MIA,hit,official,1,LEAN,2026-05-02T03:04:41.846523+00:00,1,1.0,0.606,,,,,,0.19,0.276,0.384,0.279,0.166,98.767139048,,0.014,0.0,,2.99,0.0,0.5714285714285714,0.62,0.0
2026-05-01,805808,Kevin McGonigle,DET,hit,official,2,LEAN,2026-05-02T03:04:41.840343+00:00,0,0.0,0.6307,+2,0.5,0.9804,-0.3497,DraftKings,0.304,0.415,0.404,0.455,0.12,99.6323224,,0.096,0.0,,4.63,1.3,0.5714285714285714,0.62,0.0
2026-05-01,807712,Luke Keaschall,MIN,hit,probable_recent,6,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.5886,+1,0.5,0.9901,-0.4015,DraftKings,0.227,0.268,0.228,0.297,0.133,95.5153804,,0.023,0.0,,5.9,1.09,0.5714285714285714,0.38,0.0
2026-05-01,808975,Hyeseong Kim,LAD,hit,probable_recent,7,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.6456,+1,0.5,0.9901,-0.3445,DraftKings,0.291,0.346,0.214,0.524,0.221,95.533600952,,0.032,0.0,,5.82,2.0,0.5714285714285714,0.62,0.0
2026-05-01,808982,Jung Hoo Lee,SF,hit,official,7,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.6386,,,,,,0.291,0.327,0.354,0.365,0.149,97.7034225,,0.025,0.0,,4.36,0.31,0.5714285714285714,0.62,0.0
2026-05-01,810938,Ben Williamson,TB,hit,official,5,LEAN,2026-05-02T03:04:41.843118+00:00,0,0.0,0.6236,,,,,,0.309,0.544,0.0,0.0,0.0,0.0,,0.0,0.0,,4.51,1.59,0.5714285714285714,0.38,0.0
2026-05-04,502671,Paul Goldschmidt,NYY,hit,official,6,LEAN,2026-05-04T22:36:08.623649+00:00,1,1.0,0.6381,+1,0.5,0.9901,-0.352,DraftKings,0.274,0.393,0.481,0.37,0.157,101.457765,89.8,0.122,0.0,0.0,4.09,0.79,0.5714285714285714,0.38,0.0
2026-05-04,514888,Jose Altuve,HOU,hit,probable_recent,5,NO,2026-05-04T22:36:08.627238+00:00,1,1.0,0.6197,+1,0.5,0.9901,-0.3704,DraftKings,0.254,0.321,0.356,0.317,0.229,97.893745102,85.8,0.049,0.0,0.0,3.98,0.96,0.5714285714285714,0.38,0.0
2026-05-04,518595,Travis d'Arnaud,LAA,hit,probable_recent,9,NO,2026-05-04T22:36:08.629246+00:00,1,2.0,0.5974,+1,0.5,0.9901,-0.3927,DraftKings,0.193,0.301,0.292,0.333,0.286,96.377093333,86.6,0.086,0.0,0.0,4.53,0.49,0.5714285714285714,0.38,0.0
2026-05-04,518692,Freddie Freeman,LAD,hit,probable_recent,2,YES,2026-05-04T22:36:08.622776+00:00,1,2.0,0.6545,+2,0.5,0.9804,-0.3259,DraftKings,0.298,0.382,0.482,0.366,0.197,101.636019643,92.1,0.099,0.0,0.0,4.44,1.2,0.5714285714285714,0.62,0.0
2026-05-04,521692,Salvador Perez,KC,hit,official,4,LEAN,2026-05-04T22:36:08.625494+00:00,1,1.0,0.6322,+1,0.5,0.9901,-0.3579,DraftKings,0.221,0.284,0.408,0.32,0.256,100.171354423,87.8,0.072,0.0,0.0,4.27,1.27,0.5714285714285714,0.38,0.0
2026-05-04,543760,Marcus Semien,NYM,hit,official,6,NO,2026-05-04T22:36:08.627238+00:00,0,0.0,0.6225,+2,0.5,0.9804,-0.3579,DraftKings,0.231,0.283,0.33,0.34,0.236,96.722238936,85.9,0.045,0.0,0.0,5.53,1.41,0.5714285714285714,0.38,0.0
2026-05-04,543877,Christian Vázquez,HOU,hit,probable_recent,9,NO,2026-05-05T21:51:30.926500+00:00,0,0.0,0.5987,,,,,,0.219,0.254,0.271,0.271,0.174,96.364202083,87.2,0.016,0.0,0.0,4.22,1.03,0.5714285714285714,0.38,0.0
2026-05-04,545361,Mike Trout,LAA,hit,probable_recent,2,YES,2026-05-04T22:36:08.623649+00:00,0,0.0,0.6485,+1,0.5,0.9901,-0.3416,DraftKings,0.283,0.464,0.506,0.373,0.213,104.434245366,92.5,0.127,0.0,0.0,4.53,0.49,0.5714285714285714,0.38,0.0
2026-05-04,547180,Bryce Harper,PHI,hit,official,3,LEAN,2026-05-04T22:36:08.625494+00:00,1,3.0,0.6309,+1,0.5,0.9901,-0.3592,DraftKings,0.266,0.389,0.396,0.347,0.276,100.790932745,88.5,0.097,0.0,0.0,3.51,0.55,0.5714285714285714,0.62,0.0
2026-05-04,571970,Max Muncy,LAD,hit,probable_recent,5,YES,2026-05-04T22:36:08.620766+00:00,0,0.0,0.6562,+1,0.5,0.9901,-0.3339,DraftKings,0.306,0.426,0.543,0.358,0.274,102.507127073,92.3,0.11,0.0,0.0,4.44,1.2,0.5714285714285714,0.62,0.0
2026-05-04,572233,Christian Walker,HOU,hit,probable_recent,4,LEAN,2026-05-05T21:51:30.923332+00:00,0,0.0,0.6368,,,,,,0.271,0.367,0.5,0.317,0.284,102.779460385,91.1,0.095,0.0,0.0,4.22,1.03,0.5714285714285714,0.38,0.0
2026-05-04,573262,Mike Yastrzemski,ATL,hit,probable_recent,9,NO,2026-05-04T22:36:08.629246+00:00,1,1.0,0.6084,+1,0.5,0.9901,-0.3817,DraftKings,0.218,0.258,0.37,0.288,0.253,98.550551667,89.4,0.018,0.0,0.0,3.77,0.95,0.5714285714285714,0.62,0.0
2026-05-04,575929,Willson Contreras,BOS,hit,official,2,YES,2026-05-04T22:36:08.623649+00:00,0,0.0,0.6507,,,,,,0.276,0.418,0.469,0.37,0.349,104.11975525,92.1,0.106,0.0,0.0,5.89,1.32,0.5714285714285714,0.38,0.0
2026-05-04,592450,Aaron Judge,NYY,hit,official,2,YES,2026-05-04T22:36:08.623649+00:00,1,2.0,0.6476,+1,0.5,0.9901,-0.3425,DraftKings,0.282,0.455,0.557,0.38,0.336,105.7390535,93.2,0.147,0.0,0.0,4.09,0.79,0.5714285714285714,0.38,0.0
2026-05-04,592518,Manny Machado,SD,hit,probable_recent,4,NO,2026-05-04T22:36:08.629246+00:00,0,0.0,0.6056,+1,0.5,0.9901,-0.3845,DraftKings,0.243,0.328,0.429,0.31,0.226,100.83817119,89.5,0.046,0.0,0.0,0.0,0.0,0.5714285714285714,0.38,0.0
2026-05-04,593428,Xander Bogaerts,SD,hit,probable_recent,5,NO,2026-05-04T22:36:08.629246+00:00,0,0.0,0.6109,+1,0.5,0.9901,-0.3792,DraftKings,0.277,0.35,0.378,0.327,0.211,100.037206939,88.3,0.052,0.0,0.0,0.0,0.0,0.5714285714285714,0.38,0.0
2026-05-04,596115,Trevor Story,BOS,hit,official,4,LEAN,2026-05-04T22:36:08.625494+00:00,1,1.0,0.6308,,,,,,0.225,0.258,0.418,0.33,0.292,99.234831556,88.9,0.022,0.0,0.0,5.89,1.32,0.5714285714285714,0.38,0.0
2026-05-04,596117,Garrett Stubbs,PHI,hit,official,8,LEAN,2026-05-04T22:36:08.625494+00:00,1,1.0,0.6274,+1,0.5,0.9901,-0.3627,DraftKings,0.268,0.272,0.455,0.182,0.087,99.189932,93.2,0.0,0.0,0.0,3.51,0.55,0.5714285714285714,0.62,0.0
2026-05-04,606192,Teoscar Hernández,LAD,hit,probable_recent,3,LEAN,2026-05-04T22:36:08.625494+00:00,1,1.0,0.6292,,,,,,0.246,0.325,0.447,0.329,0.318,100.576984474,90.7,0.066,0.0,0.0,4.44,1.2,0.5714285714285714,0.38,0.0
2026-05-04,607208,Trea Turner,PHI,hit,official,1,NO,2026-05-04T22:36:08.627238+00:00,0,0.0,0.6188,+1,0.5,0.9901,-0.3713,DraftKings,0.238,0.288,0.393,0.318,0.266,99.35421463,90.2,0.041,0.0,0.0,3.51,0.55,0.5714285714285714,0.38,0.0
2026-05-04,608070,José Ramírez,CLE,hit,official,3,YES,2026-05-04T22:36:08.620766+00:00,1,1.0,0.6554,,,,,,0.274,0.38,0.417,0.339,0.168,100.091243148,89.9,0.072,0.0,0.0,4.53,0.96,0.5714285714285714,0.55,0.0
2026-05-04,608324,Alex Bregman,CHC,hit,official,3,NO,2026-05-04T22:36:08.629246+00:00,1,1.0,0.6072,+2,0.5,0.9804,-0.3732,DraftKings,0.246,0.324,0.442,0.274,0.175,99.407123571,89.6,0.051,0.0,0.0,0.0,0.0,0.5714285714285714,0.38,0.0
2026-05-04,608348,Carson Kelly,CHC,hit,official,7,NO,2026-05-04T22:36:08.629246+00:00,0,0.0,0.6128,+1,0.5,0.9901,-0.3773,DraftKings,0.27,0.357,0.5,0.265,0.211,101.209091176,91.6,0.073,0.0,0.0,0.0,0.0,0.5714285714285714,0.38,0.0
2026-05-04,608701,Rob Refsnyder,SEA,hit,probable_recent,5,NO,2026-05-05T21:51:30.926500+00:00,1,1.0,0.6138,,,,,,0.194,0.298,0.406,0.281,0.211,99.817989375,87.8,0.064,0.0,0.0,5.13,2.08,0.5714285714285714,0.38,0.0
2026-05-04,609280,Miguel Andujar,SD,hit,probable_recent,2,NO,2026-05-04T22:36:08.629246+00:00,0,0.0,0.6083,+1,0.5,0.9901,-0.3818,DraftKings,0.25,0.287,0.415,0.292,0.179,100.001880303,88.9,0.036,0.0,0.0,0.0,0.0,0.5714285714285714,0.38,0.0
2026-05-04,620443,Luis Torrens,NYM,hit,official,9,LEAN,2026-05-04T22:36:08.623649+00:00,1,1.0,0.6413,,,,,,0.247,0.264,0.556,0.37,0.286,100.704525385,90.0,0.0,0.0,0.0,5.53,1.41,0.5714285714285714,0.38,0.0
2026-05-04,621020,Dansby Swanson,CHC,hit,official,9,NO,2026-05-04T22:36:08.629246+00:00,0,0.0,0.604,+1,0.5,0.9901,-0.3861,DraftKings,0.235,0.355,0.488,0.354,0.292,100.613750976,90.5,0.075,0.0,0.0,0.0,0.0,0.5714285714285714,0.38,0.0
2026-05-04,621043,Carlos Correa,HOU,hit,probable_recent,1,LEAN,2026-05-04T22:36:08.623649+00:00,0,0.0,0.6419,+1,0.5,0.9901,-0.3482,DraftKings,0.298,0.375,0.406,0.365,0.217,101.799887292,89.1,0.073,0.0,0.0,3.98,0.96,0.5714285714285714,0.38,0.0
2026-05-04,621566,Matt Olson,ATL,hit,probable_recent,4,LEAN,2026-05-04T22:36:08.623649+00:00,1,1.0,0.6391,+1,0.5,0.9901,-0.351,DraftKings,0.261,0.397,0.51,0.346,0.252,104.984532115,93.1,0.12,0.0,0.0,3.77,0.95,0.5714285714285714,0.62,0.0
2026-05-04,622761,Jorge Mateo,ATL,hit,probable_recent,8,LEAN,2026-05-04T22:36:08.627238+00:00,1,1.0,0.6256,+1,0.5,0.9901,-0.3645,DraftKings,0.244,0.306,0.5,0.385,0.34,103.14768,92.7,0.091,0.0,0.0,3.77,0.95,0.5714285714285714,0.38,0.0
